"","Club_Name","Club_Venue_Address","Club_Venue_Suburb","Club_Venue_State","Club_Venue_Postcode","Club_Venue_Email","Club_Venue_Latitude.","Club_Venue_Longitude","Club_Venue_Sports","Club_Venue_Website","Creation_Date"
"931","Saints Gym Club","32 HALLETT ROAD","STONYFELL","SA",5066,"saintsgymclub@gmail.com",-34.92977,138.6699,"Gymnastics","saintsgymclub.org.au",1997-02-18
"932","Balaklava Netball Club","19 WHITWARTA ROAD","BALAKLAVA","SA",5461,"balaknetball@live.com.au",-34.1437,138.40665,"Netball","",1956-02-18
"933","Athelstone Football Club Basketball Club","LOT 50 LOWER NORTH EAST ROAD","HIGHBURY","SA",5089,"",-34.85341,138.70057,"Basketball","",1951-10-05
"934","Athelstone Football Club Basketball Club","LOT 101 THE GROVE WAY","GOLDEN GROVE","SA",5125,"",-34.79261,138.69539,"Basketball","",1982-02-23
"935","Unley Amateur Swimming Club","2 ETHEL STREET","FORESTVILLE","SA",5035,"unleyswimming@hotmail.com",-34.94949,138.58281,"Swimming","www.unley.swimming.org.au",1964-02-15
"936","Mount Gambier Golf Club","37 ELDRIDGE DRIVE","WORROLONG","SA",5291,"admin@mtgambiergc.com.au",-37.81765,140.82001,"Golf","www.mtgambiergc.com.au",1961-09-11
"937","Northern Districts Baseball Club","10-68 FAIRFAX ROAD","INGLE FARM","SA",5098,"northerndistrictsbc@gmail.com",-34.82445,138.65252,"Baseball","www.northerndistricts.baseball.com.au",1977-12-18
"938","Glenelg Golf Club","20-118 JAMES MELROSE ROAD","NOVAR GARDENS","SA",5040,"proshop@glenelggolf.com",-34.96149,138.5282,"Golf","www.glenelggolf.com",1981-06-01
"939","Peake and District Sporting Club","19 NETHERTON ROAD","PEAKE","SA",5301,"",-35.36722,139.95003,"Australian Rules,Netball","",1983-01-18
"940","Tiki Netball Club","LOT 96 MAVROS ROAD","ELIZABETH DOWNS","SA",5113,"Tikinetballclub@gmail.com",-34.7047,138.68385,"Netball","",2004-04-17
"941","Karoonda Districts Football Club","LOT 1 RAILWAY TERRACE","KAROONDA","SA",5307,"tymickan@me.com",-35.09542,139.89252,"Australian Rules","",1984-07-22
"942","South Australian Ice Sports Federation","23 JAMES CONGDON DRIVE","THEBARTON","SA",5031,"deb@icearena.com.au",-34.91965,138.57813,"Ice Hockey,Ice Skating","",1979-06-16
"943","Loxton United Soccer Club","LOT 11 PINE AVENUE","LOXTON","SA",5333,"caren.hammy@hotmail.com",-34.45041,140.57908,"Football (Soccer)","",2000-06-02
"944","Birdwood Football Club","1056 TORRENS VALLEY ROAD","BIRDWOOD","SA",5234,"birdwoodfc@hotmail.com",-34.822,138.95067,"Australian Rules,Netball","",1954-12-11
"945","Salisbury United Junior Soccer Club","20 DECIMAL ROAD","SALISBURY NORTH","SA",5108,"info@salisburyunitedjsc.com",-34.74725,138.62738,"Football (Soccer)","",1959-01-10
"946","Freeling Tennis Club","29 ROGERS STREET","FREELING","SA",5372,"freelingtc@gmail.com",-34.4562,138.81329,"Tennis","http://sites.google.com/sites/freelingtennisclub/",1975-03-03
"947","Maitland Hockey Club","LOT 381 MOONTA ROAD","MAITLAND","SA",5573,"mwiese@internode.on.net",-34.36887,137.67307,"Hockey","",1989-08-04
"948","Kadina Cricket Club","1 DOSWELL TERRACE","KADINA","SA",5554,"",-33.95889,137.70649,"Cricket","",1981-11-10
"949","Portland Football Club","16 BAYNES PLACE","PORT ADELAIDE","SA",5015,"portlandfcjuniors@hotmail.com",-34.8501,138.50492,"Australian Rules","portlandfcjuniors.sportingpulse.net",2002-04-04
"950","Gym West","5 HARVEY STREET","HENLEY BEACH","SA",5022,"gymwest@internode.net.au",-34.92176,138.4994,"Gymnastics","www.gymwest.com",1952-09-19
"951","Port Pirie Junior Soccer Association","LOT 888 SENATE ROAD","PORT PIRIE WEST","SA",5540,"admin@ppjsa.com.au",-33.18286,137.99651,"Football (Soccer)","www.ppjsa.com.au",1979-12-01
"952","Cirkidz","91 FIFTH STREET","BOWDEN","SA",5007,"circus@cirkidz.org.au",-34.90414,138.57786,"Athletics,Gymnastics","www.cirkidz.org.au",1997-11-06
"953","Cirkidz","6 REDDEN AVENUE","FELIXSTOW","SA",5070,"circus@cirkidz.org.au",-34.88902,138.64696,"Athletics,Gymnastics","www.cirkidz.org.au",2000-12-19
"954","Stirling Districts Football Club","308 BRADBURY ROAD","BRADBURY","SA",5153,"",-35.05621,138.72831,"Football (Soccer)","",1975-11-23
"955","Western Aquatic Swimming Club","1 WILFORD AVENUE","SEATON","SA",5023,"westernaquaticswimmngclub@outlook.com",-34.90251,138.51381,"Swimming","westernaquatic.swimming.org.au/",1981-09-16
"956","Western Aquatic Swimming Club","263 VICTORIA ROAD","LARGS NORTH","SA",5016,"",-34.82169,138.49891,"Swimming","westernaquatic.swimming.org.au/",1970-11-03
"957","Piccadilly Valley Community Recreation Centre","180 PICCADILLY ROAD","PICCADILLY","SA",5151,"piccadilly.netball.club@gmail.com",-34.98191,138.72715,"Netball","piccadilly.sa.netball.com.au",1965-02-24
"958","Mount Barker Redsox Softball Club","LOT 40 PRINCES HIGHWAY","LITTLEHAMPTON","SA",5250,"mtbarker.redsox@yahoo.com",-35.05522,138.85483,"Softball","",1962-02-05
"959","Piccadilly Valley Community Recreation Centre","4 ATKINSON AVENUE","PICCADILLY","SA",5151,"piccadillytennisclub@gmail.com",-34.982,138.72683,"Tennis","tennis.com.au/piccadilly",1954-04-10
"960","Mawson Lakes Junior Soccer Club","77-83 MAWSON LAKES BOULEVARD","MAWSON LAKES","SA",5095,"juniors@mlsc.net.au",-34.81303,138.6216,"Football (Soccer)","http://www.mlsc.net.au/mljsc/",1989-10-28
"961","Far West Junior Cricket Club","UNIT 1 5 KELLY STREET","CEDUNA","SA",5690,"darren@cedunabetta.com",-32.13897,133.67085,"Cricket","",1967-05-25
"962","Stuart Hockey Club","23 SEARLE STREET","WHYALLA NORRIE","SA",5608,"stuarthockeyclubinc@gmail.com",-33.0236,137.53843,"Hockey","",2004-07-08
"963","Down The Line Tennis Coaching","LOT 101 PATAPINDA ROAD","OLD NOARLUNGA","SA",5168,"noarlungatennisclub@hotmail.com",-35.183,138.49799,"Tennis","www.noarlungatennis.net.au",1975-10-06
"964","Vine Vale Tennis Club","967 LIGHT PASS ROAD","VINE VALE","SA",5352,"vinevaletennisclub@hotmail.com",-34.51741,139.00347,"Tennis","www.tennis.com.au/vinevale",1974-02-26
"965","Burra Pony Club","1 Hall Tce / Burra ","Burra ","SA",NA,"postiejules@hotmail.com",-33.6687,138.92496,"Equestrian","",1977-08-27
"966","Lower Eyre Peninsula Baseball Association","24 CORONATION PLACE","PORT LINCOLN","SA",5606,"portlincolnlittleleague@hotmail.com",-34.7403,135.85429,"Baseball","www.portlincolnbaseball.com.au",1963-06-20
"967","Mount Compass Cricket Club","3-5 WRIGHT AVENUE","MOUNT COMPASS","SA",5210,"bob.martin48@optusnet.com.au",-35.34874,138.61725,"Cricket","",1995-02-21
"968","Greenock Cricket Club","1 MARTIN STREET","GREENOCK","SA",5360,"Michael.Obst@lienerts.com.au",-34.45866,138.92877,"Cricket","http://greenock.sa.cricket.com.au/",1965-10-16
"969","Harrogate Tennis Club","60 MAIL ROAD","HARROGATE","SA",5244,"csrcoshea@bigpond.com",-34.95078,139.00662,"Tennis","",1962-03-04
"970","Mount Barker Redsox Softball Club","23 HAMPDEN ROAD","MOUNT BARKER","SA",5251,"mtbarker.redsox@yahoo.com",-35.07187,138.86169,"Softball","",1960-03-01
"971","McLaren Vale Tennis Club","LOT 1 PARK DRIVE","MCLAREN VALE","SA",5171,"secretary@mclarentennis.com.au",-35.21471,138.55143,"Tennis","http://www.mclarentennis.com.au/",1974-01-04
"972","Port Adelaide Softball Club","LOT 160 BARTLEY TERRACE","WEST LAKES SHORE","SA",5020,"portadelaide@softballsa.com.au",-34.86586,138.48524,"Softball","www.portadelaide.softball.org.au",1993-12-12
"973","Berri Warriors Baseball Club","25 CHILTON ROAD","BERRI","SA",5343,"bwbcinc@live.com",-34.2816,140.61481,"Baseball","",1989-12-20
"974","Mount Gambier Tigers Baseball Club","10-12 DOHLE ROAD","MOUNT GAMBIER","SA",5290,"tigersmg.baseball@gmail.com  ",-37.84595,140.82023,"Baseball","",1966-08-21
"975","Roadrunners Softball Club","39 ONE TREE HILL ROAD","GOLDEN GROVE","SA",5125,"linda@dialadigger.com.au",-34.77606,138.72685,"Softball","www.roadrunners.softball.org.au",1963-03-09
"976","Mitchell Park Football Club","139-159 BRADLEY GROVE","MITCHELL PARK","SA",5043,"mpfcjuniors@gmail.com",-35.00142,138.56405,"Australian Rules","www.mitchellparkfc.com",1969-02-20
"977","Alpha Gymnastics","1-37 PILDAPPA AVENUE","PARK HOLME","SA",5043,"alphagym@hotmail.com",-34.99073,138.55456,"Gymnastics","www.facebook.com/alphagymau",1996-09-28
"978","The Gums Horse & Pony Club","3 MAIN ROAD 45","MARRABEL","SA",5413,"secretarythegums@gmail.com",-34.14023,138.87825,"Equestrian","http://gumshorseandponyclub.webs.com/",1965-09-09
"979","Nuriootpa Rover Football Club","13 PENRICE ROAD","NURIOOTPA","SA",5355,"",-34.46726,139.00245,"Australian Rules","",1969-01-04
"980","Todd Perry Tennis Academy","42 JENKINS AVENUE","ROSTREVOR","SA",5073,"todd@toddperrytennisacademy.com.au",-34.89578,138.68568,"Tennis","www.toddperrytennisacademy.com.au",1992-12-20
"981","Cougars Softball Club","LOT 7 KINGSTON ROAD","PORT PIRIE SOUTH","SA",5540,"stefffamily@bigpond.com",-33.20365,138.00592,"Softball","",1990-11-18
"982","Acacia Calisthenic Club","UNIT 3 31 GAWLER STREET","MOUNT BARKER","SA",5251,"Nar138@gmail.com",-35.06668,138.85888,"Calisthenics","",1957-04-11
"983","St Peters Tennis and Netball Club","58 PHILLIS STREET","MAYLANDS","SA",5069,"se.turner@bigpond.com",-34.91128,138.63671,"Netball,Tennis","",1995-03-16
"984","Lobethal Lutheran Netball Club","48 MAIN STREET","LOBETHAL","SA",5241,"lobethallions@hotmail.com",-34.90451,138.8767,"Netball","http://lobethallions.sa.netball.com.au/ ",1956-04-11
"985","Lucindale Football Club","LOT 93 CENTENARY AVENUE","LUCINDALE","SA",5272,"lucindalefc@bigpond.com",-36.97138,140.36548,"Australian Rules","",1984-06-05
"986","Gawler Rangers Baseball Club","3 SEARS ROAD","EVANSTON GARDENS","SA",5116,"gawlerrangersbaseballclub@gmail.com",-34.62812,138.71993,"Baseball","www.gawlerrangers.baseball.com.au",1951-05-25
"987","Berri Hockey Club","UNIT 86 1 MCGILTON ROAD","BERRI","SA",5343,"dgmcmahon@bigpond.com",-34.28293,140.60998,"Hockey","",1990-03-20
"988","Hills Little Athletics Centre","29 HENDER ROAD","HEATHFIELD","SA",5153,"",-35.02025,138.71406,"Athletics","",1960-03-20
"989","Mount Compass Soccer Club","4 BURGESS DRIVE","MOUNT COMPASS","SA",5210,"mtcompasssc@gmail.com",-35.34825,138.61124,"Football (Soccer)","http://mtcompasssoccerclub.com/",1952-09-20
"990","Pooraka Tennis Club","791 MAIN NORTH ROAD","POORAKA","SA",5095,"lyn_2@internode.on.net",-34.83349,138.61167,"Tennis","",1999-12-27
"991","Magill Little Athletics Centre","344 THE PARADE","KENSINGTON PARK","SA",5068,"admin@magill-lac.org",-34.92032,138.65055,"Athletics","magill-lac.org",1973-11-20
"992","Para Hills Wanderers Netball Club","413 BRIDGE ROAD","PARA HILLS","SA",5096,"parahillswanderers@gmail.com",-34.80676,138.6495,"Netball","https://www.facebook.com/pages/Para-Hills-Wanderers-Netball-Club/282112608656351",1969-05-10
"993","Burnside Calisthenics and Dance Academy","UNIT 2 20 FULLARTON ROAD","NORWOOD","SA",5067,"calisthenics@burnsideacademy.com.au",-34.91714,138.62332,"Calisthenics","www.burnsideacademy.com.au",1995-01-19
"994","Whyalla Swimming Club","5 RACECOURSE ROAD","WHYALLA NORRIE","SA",5608,"roannem@bigpond.com",-33.02909,137.53776,"Swimming","www.whyalla.swimming.org.au",1969-07-20
"995","Orion Tennis Club","LOT 8 WOODVILLE ROAD","ST CLAIR","SA",5011,"vicbeard@tpg.com.au",-34.87463,138.54064,"Tennis","",1965-09-09
"996","Para Hills Football and Sports Club","LOT 100 BRIDGE ROAD","PARA HILLS WEST","SA",5096,"adelaiderollerdoors@hotmail.com.au",-34.81242,138.64123,"Australian Rules","",1981-10-09
"997","Para Hills Wanderers Netball Club","UNIT 4 115-119 KESTERS ROAD","PARA HILLS WEST","SA",5096,"parahillswanderers@gmail.com",-34.80697,138.64858,"Netball","",1997-07-28
"998","Grange Uniting Netball Club","TENANCY 1 5-11 BEACH STREET","GRANGE","SA",5022,"treasurer@grangenetball.org.au",-34.90536,138.49219,"Netball","grangenetball.org.au",1970-10-09
"999","Keswick Cricket Club","32-76 MORPHETT ROAD","NOVAR GARDENS","SA",5040,"keswickjuniors@gmail.com",-34.97182,138.53494,"Cricket","www.keswickcricketclub.com.au",1993-03-26
"1000","Portland Football Club","16 BAYNES PLACE","PORT ADELAIDE","SA",5015,"portlandfcjuniors@hotmail.com",-34.8501,138.50492,"Australian Rules","portlandfcjuniors.sportingpulse.net",1998-04-25
"1001","Keith Football Club","LOT 369 MEMORIAL AVENUE","KEITH","SA",5267,"",-36.09568,140.35081,"Australian Rules","",1993-04-19
"1002","CircoBats","UNIT 1-4 11 ANGUS AVENUE","EDWARDSTOWN","SA",5039,"circobats@circobats.com",-34.97514,138.57174,"Dancesport,Gymnastics","circobats@circobats.com",2005-11-13
"1003","Thaxted Park Golf Club","58 GOLF COURSE DRIVE","WOODCROFT","SA",5162,"Info@thaxtedparkgolfclub.com.au",-35.12268,138.5491,"Golf","Www.thaxtedparkgolfclub.com.au",1957-04-22
"1004","Playford City Soccer And Community Club","50 BARFIELD CRESCENT","EDINBURGH NORTH","SA",5113,"",-34.70374,138.66686,"Football (Soccer)","www.playfordpatriots.com.au",1954-05-14
"1005","Flinders Flames Women's Football Club","1391-1397 MAIN SOUTH ROAD","BEDFORD PARK","SA",5042,"liz@flindersflames.com",-35.01803,138.57021,"Football (Soccer)","www.flindersflames.com",1997-11-11
"1006","Seishikan Karate Australia","42 JAMES STREET","MOUNT GAMBIER","SA",5290,"power.04@bigpond.com",-37.82751,140.77516,"Karate","www.karateaustralia.com",1962-07-25
"1007","Bevan Braves Basketball Club","Jubilee Park","Whyalla","SA",NA,"bevanbravesbasketball@hotmail.com",-33.03898,137.50975,"Basketball","",1960-09-02
"1008","Woodville Rechabite Cricket Club","LOT 90 BUCCLEUCH AVENUE","FINDON","SA",5023,"david@turfcricket.com.au",-34.89783,138.525,"Cricket","",1969-02-16
"1009","Barossa Valley Pony Club","141 ANGASTON ROAD","NURIOOTPA","SA",5355,"jillwundenberg@bigpond.com",-34.48299,139.00729,"Pony Clubs","barosavalleypc.wix.com/bvpc",1964-08-01
"1010","Far West Pony Club","16 DECRES BAY ROAD","CEDUNA","SA",5690,"secretaryfwpc@gmail.com",-32.13715,133.67396,"Equestrian,Pony Clubs","",1960-06-01
"1011","Robe Football Club","18-20 O'HALLORAN STREET","ROBE","SA",5276,"robefc@internode.on.net",-37.16695,139.75335,"Australian Rules","www.foxsportspulse.com/club_info.cgi?c=0-6237-82961-0-0",1989-12-20
"1012","Port Pirie and Districts Hockey Association","15 KINGSTON ROAD","PORT PIRIE SOUTH","SA",5540,"ppdha@live.com.au",-33.20598,138.00991,"Hockey","",1994-02-08
"1013","Newton Jaguars Netball Club","2 CROWLE ROAD","PARADISE","SA",5075,"secretary@newtonjaguars.com.au",-34.86994,138.66826,"Netball","www.newtonjaguars.com.au",1956-06-22
"1014","Saints Basketball Club","LOT 56 GEORGE MAIN ROAD","VICTOR HARBOR","SA",5211,"hannah34@chariot.net.au",-35.55681,138.60982,"Basketball","",1961-06-21
"1015","Tigers Hockey Club","200 JUBILEE HIGHWAY EAST","MOUNT GAMBIER","SA",5290,"",-37.84256,140.81939,"Hockey","",1964-05-27
"1016","Gawler Judo Club","1 NIXON TERRACE","GAWLER","SA",5118,"gawlerjudoclub@hotmail.com",-34.59741,138.7399,"Judo","www.gawlerjudoclub.com.au",1957-06-24
"1017","Golden Buddha Health and Wellbeing","993 NORTH EAST ROAD","MODBURY","SA",5092,"info@goldenbuddhasa.com",-34.8304,138.6893,"Kung Fu (Wu Shu)","www.goldenbuddhasa.com",1999-06-27
"1018","Onkaparinga Cricket Club Incorporated","117 ONKAPARINGA VALLEY ROAD","BALHANNAH","SA",5242,"onkacc@gmail.com",-34.98889,138.82992,"Cricket","http://onkaparingacc.sa.cricket.com.au ",2004-09-14
"1019","Salisbury North Cricket Club","LOT 4 BAGSTER ROAD","SALISBURY NORTH","SA",5108,"salisburynorthcricket@outlook.com",-34.75263,138.63338,"Australian Rules,Cricket,Netball","www.snfc.com.au",1993-06-11
"1020","Angle Vale Cricket Club","LOT 193 FRADD ROAD","ANGLE VALE","SA",5117,"j_richardson63@hotmail.com",-34.64468,138.65452,"Cricket","https://www.facebook.com/avcc99",1997-07-24
"1021","Murray Towns Cricket Association","LOT 409 ADELAIDE ROAD","MURRAY BRIDGE","SA",5253,"president.mtca@gmail.com",-35.12496,139.26201,"Cricket","",1986-05-21
"1022","Warradale Cricket Club","31-39 NORFOLK ROAD","MARION","SA",5043,"bburnett@2playcricket.com.au",-35.01311,138.55397,"Cricket","www.warradalecc.org.au",1960-12-14
"1023","Central Whyalla Cricket Club","LOT 2 MCDOUALL STUART AVENUE","WHYALLA NORRIE","SA",5608,"margotbyrne@internode.on.net",-33.01868,137.53163,"Cricket","",1990-10-01
"1024","Williamstown Horse and Pony Club","889 WILLIAMSTOWN ROAD","WILLIAMSTOWN","SA",5351,"whpc.secretary@gmail.com",-34.65524,138.88435,"Equestrian","www.whpc.com.au",1977-12-09
"1025","Walkerville Softball Club","LOT 2 SMITH STREET","WALKERVILLE","SA",5081,"walkerville@softballsa.com.au",-34.89445,138.61515,"Softball","http://websites.sportstg.com/club_info.cgi?clubID=164184&c=1-10764-0-0-0",1960-03-09
"1026","Snooker SA","57-59 MILNER ROAD","RICHMOND","SA",5033,"shawnbudd@hotmail.com",-34.93686,138.56652,"Billiards","http://snookersa.com.au/",1968-12-18
"1027","Minlaton Cricket Club","LOT 279 WEST TERRACE","MINLATON","SA",5575,"cdsecker@bigpond.com",-34.76819,137.59186,"Cricket","",1960-03-23
"1028","Echunga Softball Club","LOT 40 PRINCES HIGHWAY","LITTLEHAMPTON","SA",5250,"echungasoftballclub@hotmail.com",-35.05579,138.85517,"Softball","echungasoftballclub.com",1953-07-21
"1029","Clarendon Tennis Club","LOT 14 NICOLLE ROAD","CLARENDON","SA",5157,"ClarendonTennis@gmail.com",-35.11315,138.63191,"Tennis","http://www.tennis.com.au/clarendontennisclub/",1950-12-17
"1030","Western Strikers Soccer Club","23 LOWE STREET","ROYAL PARK","SA",5014,"",-34.87361,138.50666,"Football (Soccer)","www.westernstrikers.com",1967-05-02
"1031","Kadina Basketball Club","1 FRANCES TERRACE","KADINA","SA",5554,"kadinabasketball@outlook.com.au",-33.96244,137.70727,"Basketball","",1968-12-11
"1032","The Gums Horse & Pony Club","LOT LT 98 GOVT ROAD","MARRABEL","SA",5413,"",-34.13744,138.87784,"Equestrian","",1954-12-16
"1033","Port Augusta Golf Club","Hamilton Road","Port Augusta","SA",NA,"paga@internode.on.net",-32.48521,137.71307,"Golf","www.pagc.org.au",1977-02-04
"1034","Whyalla Squash Club","LOT 3078 VISCOUNT SLIM AVENUE","WHYALLA NORRIE","SA",5608,"jwatson@metricelements.com.au",-33.02151,137.53975,"Squash","https://www.facebook.com/whyallasquash/",2001-02-16
"1035","Gambier Centrals Soccer Club","89 BISHOP ROAD","WORROLONG","SA",5291,"gambiercentralssportingclub@outlook.com",-37.80668,140.80268,"Football (Soccer),Tennis","",1972-07-01
"1036","Keith and District International Basketball Association","LOT 369 ANZAC TERRACE","KEITH","SA",5267,"tracyrehn@bigpond.com",-36.09686,140.35096,"Basketball","",1970-03-24
"1037","Payneham Cricket Club","26 ROSELLA STREET","PAYNEHAM","SA",5070,"pccdukes@gmail.com",-34.89925,138.64403,"Cricket","http://www.paynehamdukescc.com/",1974-07-05
"1038","Central United Cricket Club","LOT 4 TRIMMER ROAD","ELIZABETH VALE","SA",5112,"",-34.74112,138.66249,"Cricket","cucc.sa.cricket.com.au",1954-07-24
"1039","Southern Vales Archery Club","216 STATES ROAD","MORPHETT VALE","SA",5162,"svacsecretary@hotmail.com",-35.12475,138.53788,"Archery","www.southernvalesarchery.org.au",1990-12-15
"1040","Gawler Calisthenic Club","22B COWAN STREET","GAWLER","SA",5118,"",-34.59705,138.74502,"Calisthenics","",1981-10-05
"1041","AJS Moto Trial Club of SA Inc.","251 THE PARADE","BEULAH PARK","SA",5067,"parnold@adam.com.au",-34.9207,138.6432,"Motorcycling","ajs.asn.au",1979-01-22
"1042","Wesley Netball Club","2B SOUTHERN AVENUE","GLENGOWRIE","SA",5044,"wesleynetballclub@hotmail.com",-34.99458,138.53423,"Netball","www.wesleynetballclub.org.au",1961-07-16
"1043","West Gambier Tennis Club","3 COMMERCIAL STREET WEST","MOUNT GAMBIER","SA",5290,"jane@gmceachern.com.au",-37.82842,140.78035,"Tennis","",1991-05-26
"1044","South Gambier Netball Club","11 PINACEAE COURT","MOUNT GAMBIER","SA",5290,"sgncdemons@gmail.com",-37.84233,140.81643,"Australian Rules,Netball","",1986-06-05
"1045","Happy Valley Calisthenics Club","18 EDUCATION ROAD","HAPPY VALLEY","SA",5159,"",-35.0871,138.58365,"Calisthenics","",1972-04-07
"1046","Ardrossan Netball Club","10 BLUE CRAB COURT","ARDROSSAN","SA",5571,"ardrossannc@gmail.com",-34.42755,137.9109,"Netball","yp.sa.netball.com.au",1983-12-09
"1047","Kingston District Netball Club","46 EAST TERRACE","KINGSTON SE","SA",5275,"kingstondistrictnetballclub@outlook.com",-36.83742,139.85566,"Netball","",1999-08-28
"1048","Adelaide Comets Football Club","LOT 61 WEST TERRACE","ADELAIDE","SA",5000,"treasurer@adelaidecomets.com.au",-34.92711,138.58605,"Football (Soccer)","Adelaide Comets FC",2003-05-24
"1049","Football Federation of South Australia (FFSA)","1 SUSAN STREET","HINDMARSH","SA",5007,"jake.brindley@ffsa.com.au",-34.90786,138.56794,"Football (Soccer)","www.ffsa.com.au",1957-11-03
"1050","HOOPS 4 Life","182 PEACHEY ROAD","SMITHFIELD PLAINS","SA",5114,"tailoredbusinessservices@yahoo.com.au",-34.68066,138.67444,"Basketball","www.hoops4life.com.au",2000-09-16
