"Club_Name","Club_Venue_Address","Club_Venue_Suburb","Club_Venue_State","Club_Venue_Postcode","Club_Venue_Email","Club_Venue_Latitude ","Club_Venue_Longitude","Club_Venue_Sports","Club_Venue_Website"
"Glenelg Golf Club","20-118 JAMES MELROSE ROAD","NOVAR GARDENS","SA","5040","proshop@glenelggolf.com","-34.961489999999998","138.5282","Golf","www.glenelggolf.com"
"Peake and District Sporting Club","19 NETHERTON ROAD","PEAKE","SA","5301","","-35.367220000000003","139.95003","Australian Rules,Netball",""
"Tiki Netball Club","LOT 96 MAVROS ROAD","ELIZABETH DOWNS","SA","5113","Tikinetballclub@gmail.com","-34.704700000000003","138.68385000000001","Netball",""
"Karoonda Districts Football Club","LOT 1 RAILWAY TERRACE","KAROONDA","SA","5307","tymickan@me.com","-35.095419999999997","139.89251999999999","Australian Rules",""
"South Australian Ice Sports Federation","23 JAMES CONGDON DRIVE","THEBARTON","SA","5031","deb@icearena.com.au","-34.919649999999997","138.57812999999999","Ice Hockey,Ice Skating",""
"Loxton United Soccer Club","LOT 11 PINE AVENUE","LOXTON","SA","5333","caren.hammy@hotmail.com","-34.450409999999998","140.57908","Football (Soccer)",""
"Birdwood Football Club","1056 TORRENS VALLEY ROAD","BIRDWOOD","SA","5234","birdwoodfc@hotmail.com","-34.822000000000003","138.95067","Australian Rules,Netball",""
"Salisbury United Junior Soccer Club","20 DECIMAL ROAD","SALISBURY NORTH","SA","5108","info@salisburyunitedjsc.com","-34.747250000000001","138.62737999999999","Football (Soccer)",""
"Freeling Tennis Club","29 ROGERS STREET","FREELING","SA","5372","freelingtc@gmail.com","-34.456200000000003","138.81328999999999","Tennis","http://sites.google.com/sites/freelingtennisclub/"
"Maitland Hockey Club","LOT 381 MOONTA ROAD","MAITLAND","SA","5573","mwiese@internode.on.net","-34.368870000000001","137.67307","Hockey",""
"Kadina Cricket Club","1 DOSWELL TERRACE","KADINA","SA","5554","","-33.958889999999997","137.70649","Cricket",""
"Portland Football Club","16 BAYNES PLACE","PORT ADELAIDE","SA","5015","portlandfcjuniors@hotmail.com","-34.850099999999998","138.50492","Australian Rules","portlandfcjuniors.sportingpulse.net"
"Gym West","5 HARVEY STREET","HENLEY BEACH","SA","5022","gymwest@internode.net.au","-34.921759999999999","138.49940000000001","Gymnastics","www.gymwest.com"
"Port Pirie Junior Soccer Association","LOT 888 SENATE ROAD","PORT PIRIE WEST","SA","5540","admin@ppjsa.com.au","-33.182859999999998","137.99651","Football (Soccer)","www.ppjsa.com.au"
"Cirkidz","91 FIFTH STREET","BOWDEN","SA","5007","circus@cirkidz.org.au","-34.904139999999998","138.57785999999999","Athletics,Gymnastics","www.cirkidz.org.au"
"Cirkidz","6 REDDEN AVENUE","FELIXSTOW","SA","5070","circus@cirkidz.org.au","-34.889020000000002","138.64696000000001","Athletics,Gymnastics","www.cirkidz.org.au"
"Stirling Districts Football Club","308 BRADBURY ROAD","BRADBURY","SA","5153","","-35.05621","138.72830999999999","Football (Soccer)",""
"Western Aquatic Swimming Club","1 WILFORD AVENUE","SEATON","SA","5023","westernaquaticswimmngclub@outlook.com","-34.902509999999999","138.51381000000001","Swimming","westernaquatic.swimming.org.au/"
"Western Aquatic Swimming Club","263 VICTORIA ROAD","LARGS NORTH","SA","5016","","-34.821689999999997","138.49891","Swimming","westernaquatic.swimming.org.au/"
"Piccadilly Valley Community Recreation Centre","180 PICCADILLY ROAD","PICCADILLY","SA","5151","piccadilly.netball.club@gmail.com","-34.981909999999999","138.72714999999999","Netball","piccadilly.sa.netball.com.au"
"Mount Barker Redsox Softball Club","LOT 40 PRINCES HIGHWAY","LITTLEHAMPTON","SA","5250","mtbarker.redsox@yahoo.com","-35.055219999999998","138.85482999999999","Softball",""
"Piccadilly Valley Community Recreation Centre","4 ATKINSON AVENUE","PICCADILLY","SA","5151","piccadillytennisclub@gmail.com","-34.981999999999999","138.72683000000001","Tennis","tennis.com.au/piccadilly"
"Mawson Lakes Junior Soccer Club","77-83 MAWSON LAKES BOULEVARD","MAWSON LAKES","SA","5095","juniors@mlsc.net.au","-34.813029999999998","138.6216","Football (Soccer)","http://www.mlsc.net.au/mljsc/"
"Far West Junior Cricket Club","UNIT 1 5 KELLY STREET","CEDUNA","SA","5690","darren@cedunabetta.com","-32.13897","133.67085","Cricket",""
"Stuart Hockey Club","23 SEARLE STREET","WHYALLA NORRIE","SA","5608","stuarthockeyclubinc@gmail.com","-33.023600000000002","137.53843000000001","Hockey",""
"Down The Line Tennis Coaching","LOT 101 PATAPINDA ROAD","OLD NOARLUNGA","SA","5168","noarlungatennisclub@hotmail.com","-35.183","138.49798999999999","Tennis","www.noarlungatennis.net.au"
"Vine Vale Tennis Club","967 LIGHT PASS ROAD","VINE VALE","SA","5352","vinevaletennisclub@hotmail.com","-34.517409999999998","139.00346999999999","Tennis","www.tennis.com.au/vinevale"
"Burra Pony Club","1 Hall Tce / Burra ","Burra ","SA","","postiejules@hotmail.com","-33.668700000000001","138.92496","Equestrian",""
"Lower Eyre Peninsula Baseball Association","24 CORONATION PLACE","PORT LINCOLN","SA","5606","portlincolnlittleleague@hotmail.com","-34.740299999999998","135.85428999999999","Baseball","www.portlincolnbaseball.com.au"
"Mount Compass Cricket Club","3-5 WRIGHT AVENUE","MOUNT COMPASS","SA","5210","bob.martin48@optusnet.com.au","-35.348739999999999","138.61725000000001","Cricket",""
"Greenock Cricket Club","1 MARTIN STREET","GREENOCK","SA","5360","Michael.Obst@lienerts.com.au","-34.458660000000002","138.92876999999999","Cricket","http://greenock.sa.cricket.com.au/"
"Harrogate Tennis Club","60 MAIL ROAD","HARROGATE","SA","5244","csrcoshea@bigpond.com","-34.950780000000002","139.00662","Tennis",""
"Mount Barker Redsox Softball Club","23 HAMPDEN ROAD","MOUNT BARKER","SA","5251","mtbarker.redsox@yahoo.com","-35.071869999999997","138.86169000000001","Softball",""
"McLaren Vale Tennis Club","LOT 1 PARK DRIVE","MCLAREN VALE","SA","5171","secretary@mclarentennis.com.au","-35.214709999999997","138.55143000000001","Tennis","http://www.mclarentennis.com.au/"
"Port Adelaide Softball Club","LOT 160 BARTLEY TERRACE","WEST LAKES SHORE","SA","5020","portadelaide@softballsa.com.au","-34.865859999999998","138.48524","Softball","www.portadelaide.softball.org.au"
"Berri Warriors Baseball Club","25 CHILTON ROAD","BERRI","SA","5343","bwbcinc@live.com","-34.281599999999997","140.61481000000001","Baseball",""
"Mount Gambier Tigers Baseball Club","10-12 DOHLE ROAD","MOUNT GAMBIER","SA","5290","tigersmg.baseball@gmail.com  ","-37.845950000000002","140.82023000000001","Baseball",""
"Roadrunners Softball Club","39 ONE TREE HILL ROAD","GOLDEN GROVE","SA","5125","linda@dialadigger.com.au","-34.776060000000001","138.72685000000001","Softball","www.roadrunners.softball.org.au"
"Mitchell Park Football Club","139-159 BRADLEY GROVE","MITCHELL PARK","SA","5043","mpfcjuniors@gmail.com","-35.001420000000003","138.56405000000001","Australian Rules","www.mitchellparkfc.com"
"Alpha Gymnastics","1-37 PILDAPPA AVENUE","PARK HOLME","SA","5043","alphagym@hotmail.com","-34.990729999999999","138.55456000000001","Gymnastics","www.facebook.com/alphagymau"
"The Gums Horse & Pony Club","3 MAIN ROAD 45","MARRABEL","SA","5413","secretarythegums@gmail.com","-34.140230000000003","138.87825000000001","Equestrian","http://gumshorseandponyclub.webs.com/"
"Nuriootpa Rover Football Club","13 PENRICE ROAD","NURIOOTPA","SA","5355","","-34.467260000000003","139.00245000000001","Australian Rules",""
"Todd Perry Tennis Academy","42 JENKINS AVENUE","ROSTREVOR","SA","5073","todd@toddperrytennisacademy.com.au","-34.895780000000002","138.68567999999999","Tennis","www.toddperrytennisacademy.com.au"
"Cougars Softball Club","LOT 7 KINGSTON ROAD","PORT PIRIE SOUTH","SA","5540","stefffamily@bigpond.com","-33.203650000000003","138.00592","Softball",""
"Acacia Calisthenic Club","UNIT 3 31 GAWLER STREET","MOUNT BARKER","SA","5251","Nar138@gmail.com","-35.066679999999998","138.85888","Calisthenics",""
"St Peters Tennis and Netball Club","58 PHILLIS STREET","MAYLANDS","SA","5069","se.turner@bigpond.com","-34.911279999999998","138.63670999999999","Netball,Tennis",""
"Lobethal Lutheran Netball Club","48 MAIN STREET","LOBETHAL","SA","5241","lobethallions@hotmail.com","-34.904510000000002","138.8767","Netball","http://lobethallions.sa.netball.com.au/ "
"Lucindale Football Club","LOT 93 CENTENARY AVENUE","LUCINDALE","SA","5272","lucindalefc@bigpond.com","-36.971380000000003","140.36547999999999","Australian Rules",""
"Gawler Rangers Baseball Club","3 SEARS ROAD","EVANSTON GARDENS","SA","5116","gawlerrangersbaseballclub@gmail.com","-34.628120000000003","138.71993000000001","Baseball","www.gawlerrangers.baseball.com.au"
"Berri Hockey Club","UNIT 86 1 MCGILTON ROAD","BERRI","SA","5343","dgmcmahon@bigpond.com","-34.28293","140.60998000000001","Hockey",""
"Hills Little Athletics Centre","29 HENDER ROAD","HEATHFIELD","SA","5153","","-35.020249999999997","138.71405999999999","Athletics",""
"Mount Compass Soccer Club","4 BURGESS DRIVE","MOUNT COMPASS","SA","5210","mtcompasssc@gmail.com","-35.34825","138.61124000000001","Football (Soccer)","http://mtcompasssoccerclub.com/"
"Pooraka Tennis Club","791 MAIN NORTH ROAD","POORAKA","SA","5095","lyn_2@internode.on.net","-34.833489999999998","138.61167","Tennis",""
"Magill Little Athletics Centre","344 THE PARADE","KENSINGTON PARK","SA","5068","admin@magill-lac.org","-34.920319999999997","138.65055000000001","Athletics","magill-lac.org"
"Para Hills Wanderers Netball Club","413 BRIDGE ROAD","PARA HILLS","SA","5096","parahillswanderers@gmail.com","-34.806759999999997","138.64949999999999","Netball","https://www.facebook.com/pages/Para-Hills-Wanderers-Netball-Club/282112608656351"
"Burnside Calisthenics and Dance Academy","UNIT 2 20 FULLARTON ROAD","NORWOOD","SA","5067","calisthenics@burnsideacademy.com.au","-34.917140000000003","138.62332000000001","Calisthenics","www.burnsideacademy.com.au"
"Whyalla Swimming Club","5 RACECOURSE ROAD","WHYALLA NORRIE","SA","5608","roannem@bigpond.com","-33.029089999999997","137.53775999999999","Swimming","www.whyalla.swimming.org.au"
"Orion Tennis Club","LOT 8 WOODVILLE ROAD","ST CLAIR","SA","5011","vicbeard@tpg.com.au","-34.874630000000003","138.54064","Tennis",""
"Para Hills Football and Sports Club","LOT 100 BRIDGE ROAD","PARA HILLS WEST","SA","5096","adelaiderollerdoors@hotmail.com.au","-34.812420000000003","138.64123000000001","Australian Rules",""
"Para Hills Wanderers Netball Club","UNIT 4 115-119 KESTERS ROAD","PARA HILLS WEST","SA","5096","parahillswanderers@gmail.com","-34.80697","138.64858000000001","Netball",""
"Grange Uniting Netball Club","TENANCY 1 5-11 BEACH STREET","GRANGE","SA","5022","treasurer@grangenetball.org.au","-34.905360000000002","138.49218999999999","Netball","grangenetball.org.au"
"Keswick Cricket Club","32-76 MORPHETT ROAD","NOVAR GARDENS","SA","5040","keswickjuniors@gmail.com","-34.971820000000001","138.53494000000001","Cricket","www.keswickcricketclub.com.au"
"Portland Football Club","16 BAYNES PLACE","PORT ADELAIDE","SA","5015","portlandfcjuniors@hotmail.com","-34.850099999999998","138.50492","Australian Rules","portlandfcjuniors.sportingpulse.net"
"Keith Football Club","LOT 369 MEMORIAL AVENUE","KEITH","SA","5267","","-36.095680000000002","140.35081","Australian Rules",""
"CircoBats","UNIT 1-4 11 ANGUS AVENUE","EDWARDSTOWN","SA","5039","circobats@circobats.com","-34.975140000000003","138.57174000000001","Dancesport,Gymnastics","circobats@circobats.com"
"Thaxted Park Golf Club","58 GOLF COURSE DRIVE","WOODCROFT","SA","5162","Info@thaxtedparkgolfclub.com.au","-35.122680000000003","138.54910000000001","Golf","Www.thaxtedparkgolfclub.com.au"
"Playford City Soccer And Community Club","50 BARFIELD CRESCENT","EDINBURGH NORTH","SA","5113","","-34.703740000000003","138.66686000000001","Football (Soccer)","www.playfordpatriots.com.au"
"Flinders Flames Women's Football Club","1391-1397 MAIN SOUTH ROAD","BEDFORD PARK","SA","5042","liz@flindersflames.com","-35.018030000000003","138.57021","Football (Soccer)","www.flindersflames.com"
"Seishikan Karate Australia","42 JAMES STREET","MOUNT GAMBIER","SA","5290","power.04@bigpond.com","-37.827509999999997","140.77516","Karate","www.karateaustralia.com"
"Bevan Braves Basketball Club","Jubilee Park","Whyalla","SA","","bevanbravesbasketball@hotmail.com","-33.038980000000002","137.50975","Basketball",""
"Woodville Rechabite Cricket Club","LOT 90 BUCCLEUCH AVENUE","FINDON","SA","5023","david@turfcricket.com.au","-34.897829999999999","138.52500000000001","Cricket",""
"Barossa Valley Pony Club","141 ANGASTON ROAD","NURIOOTPA","SA","5355","jillwundenberg@bigpond.com","-34.482990000000001","139.00729000000001","Pony Clubs","barosavalleypc.wix.com/bvpc"
"Far West Pony Club","16 DECRES BAY ROAD","CEDUNA","SA","5690","secretaryfwpc@gmail.com","-32.137149999999998","133.67395999999999","Equestrian,Pony Clubs",""
"Robe Football Club","18-20 O'HALLORAN STREET","ROBE","SA","5276","robefc@internode.on.net","-37.16695","139.75335000000001","Australian Rules","www.foxsportspulse.com/club_info.cgi?c=0-6237-82961-0-0"
"Port Pirie and Districts Hockey Association","15 KINGSTON ROAD","PORT PIRIE SOUTH","SA","5540","ppdha@live.com.au","-33.205979999999997","138.00990999999999","Hockey",""
"Newton Jaguars Netball Club","2 CROWLE ROAD","PARADISE","SA","5075","secretary@newtonjaguars.com.au","-34.86994","138.66826","Netball","www.newtonjaguars.com.au"
"Saints Basketball Club","LOT 56 GEORGE MAIN ROAD","VICTOR HARBOR","SA","5211","hannah34@chariot.net.au","-35.556809999999999","138.60982000000001","Basketball",""
"Tigers Hockey Club","200 JUBILEE HIGHWAY EAST","MOUNT GAMBIER","SA","5290","","-37.842559999999999","140.81939","Hockey",""
"Gawler Judo Club","1 NIXON TERRACE","GAWLER","SA","5118","gawlerjudoclub@hotmail.com","-34.597410000000004","138.73990000000001","Judo","www.gawlerjudoclub.com.au"
"Golden Buddha Health and Wellbeing","993 NORTH EAST ROAD","MODBURY","SA","5092","info@goldenbuddhasa.com","-34.830399999999997","138.6893","Kung Fu (Wu Shu)","www.goldenbuddhasa.com"
"Onkaparinga Cricket Club Incorporated","117 ONKAPARINGA VALLEY ROAD","BALHANNAH","SA","5242","onkacc@gmail.com","-34.988889999999998","138.82991999999999","Cricket","http://onkaparingacc.sa.cricket.com.au "
"Salisbury North Cricket Club","LOT 4 BAGSTER ROAD","SALISBURY NORTH","SA","5108","salisburynorthcricket@outlook.com","-34.752630000000003","138.63337999999999","Australian Rules,Cricket,Netball","www.snfc.com.au"
"Angle Vale Cricket Club","LOT 193 FRADD ROAD","ANGLE VALE","SA","5117","j_richardson63@hotmail.com","-34.644680000000001","138.65451999999999","Cricket","https://www.facebook.com/avcc99"
"Murray Towns Cricket Association","LOT 409 ADELAIDE ROAD","MURRAY BRIDGE","SA","5253","president.mtca@gmail.com","-35.124960000000002","139.26201","Cricket",""
"Warradale Cricket Club","31-39 NORFOLK ROAD","MARION","SA","5043","bburnett@2playcricket.com.au","-35.013109999999998","138.55396999999999","Cricket","www.warradalecc.org.au"
"Central Whyalla Cricket Club","LOT 2 MCDOUALL STUART AVENUE","WHYALLA NORRIE","SA","5608","margotbyrne@internode.on.net","-33.018680000000003","137.53163000000001","Cricket",""
"Williamstown Horse and Pony Club","889 WILLIAMSTOWN ROAD","WILLIAMSTOWN","SA","5351","whpc.secretary@gmail.com","-34.655239999999999","138.88435000000001","Equestrian","www.whpc.com.au"
"Walkerville Softball Club","LOT 2 SMITH STREET","WALKERVILLE","SA","5081","walkerville@softballsa.com.au","-34.894449999999999","138.61515","Softball","http://websites.sportstg.com/club_info.cgi?clubID=164184&c=1-10764-0-0-0"
"Snooker SA","57-59 MILNER ROAD","RICHMOND","SA","5033","shawnbudd@hotmail.com","-34.936860000000003","138.56652","Billiards","http://snookersa.com.au/"
"Minlaton Cricket Club","LOT 279 WEST TERRACE","MINLATON","SA","5575","cdsecker@bigpond.com","-34.768189999999997","137.59186","Cricket",""
"Echunga Softball Club","LOT 40 PRINCES HIGHWAY","LITTLEHAMPTON","SA","5250","echungasoftballclub@hotmail.com","-35.055790000000002","138.85516999999999","Softball","echungasoftballclub.com"
"Clarendon Tennis Club","LOT 14 NICOLLE ROAD","CLARENDON","SA","5157","ClarendonTennis@gmail.com","-35.113149999999997","138.63191","Tennis","http://www.tennis.com.au/clarendontennisclub/"
"Western Strikers Soccer Club","23 LOWE STREET","ROYAL PARK","SA","5014","","-34.873609999999999","138.50666000000001","Football (Soccer)","www.westernstrikers.com"
"Kadina Basketball Club","1 FRANCES TERRACE","KADINA","SA","5554","kadinabasketball@outlook.com.au","-33.962440000000001","137.70726999999999","Basketball",""
"The Gums Horse & Pony Club","LOT LT 98 GOVT ROAD","MARRABEL","SA","5413","","-34.137439999999998","138.87783999999999","Equestrian",""
"Port Augusta Golf Club","Hamilton Road","Port Augusta","SA","","paga@internode.on.net","-32.485210000000002","137.71306999999999","Golf","www.pagc.org.au"
"Whyalla Squash Club","LOT 3078 VISCOUNT SLIM AVENUE","WHYALLA NORRIE","SA","5608","jwatson@metricelements.com.au","-33.021509999999999","137.53975","Squash","https://www.facebook.com/whyallasquash/"
"Gambier Centrals Soccer Club","89 BISHOP ROAD","WORROLONG","SA","5291","gambiercentralssportingclub@outlook.com","-37.80668","140.80268000000001","Football (Soccer),Tennis",""
"Keith and District International Basketball Association","LOT 369 ANZAC TERRACE","KEITH","SA","5267","tracyrehn@bigpond.com","-36.09686","140.35095999999999","Basketball",""
"Payneham Cricket Club","26 ROSELLA STREET","PAYNEHAM","SA","5070","pccdukes@gmail.com","-34.899250000000002","138.64402999999999","Cricket","http://www.paynehamdukescc.com/"
"Central United Cricket Club","LOT 4 TRIMMER ROAD","ELIZABETH VALE","SA","5112","","-34.741120000000002","138.66248999999999","Cricket","cucc.sa.cricket.com.au"
"Southern Vales Archery Club","216 STATES ROAD","MORPHETT VALE","SA","5162","svacsecretary@hotmail.com","-35.124749999999999","138.53788","Archery","www.southernvalesarchery.org.au"
"Gawler Calisthenic Club","22B COWAN STREET","GAWLER","SA","5118","","-34.597050000000003","138.74502000000001","Calisthenics",""
"AJS Moto Trial Club of SA Inc.","251 THE PARADE","BEULAH PARK","SA","5067","parnold@adam.com.au","-34.920699999999997","138.64320000000001","Motorcycling","ajs.asn.au"
"Wesley Netball Club","2B SOUTHERN AVENUE","GLENGOWRIE","SA","5044","wesleynetballclub@hotmail.com","-34.994579999999999","138.53423000000001","Netball","www.wesleynetballclub.org.au"
